product,brand,core_score,expert_score,reviews,retail_price,sale_price,terrain,arch_support,weight_men,weight_women,heel_to_toe_men,heel_to_toe_women,release_date,width,update,url,summary
Nike Air Zoom Vomero 14, Nike,89,88,147,$140,$84 (save 99%)," Road, Treadmill", Neutral, Men: 9.9oz , Women: 8.6oz, Men: 10mm , Women: 10mm, Nov 2018," Normal, Wide, X-Wide | Normal, Wide",NaN,https://runrepeat.com/nike-air-zoom-vomero-14,"6 reasons to buy
Some runners commented that the Nike Air Zoom Vomero 14 is comfortable.
The shoe is perfect for jogging and long-running activities, according to those who have tried it.
A lot of users appreciated the shoe’s excellent cushioning.
Based on a review, the shoe is versatile; it can be worn during road and trail running activities.
A few mentioned that the shoe feels light and fast.
The Vomero 14 fits true to size.
1 reasons not to buy
One of the users said that the Zoom unit was poking through the shoe's sole. As a result, he felt a little pain while running.
The shoe is expensive.
Bottom line
The Nike Air Zoom Vomero made some of the purchasers pleased and satisfied because of its excellent cushioning. They appreciated the shoe's performance in different outdoor activities. Although one of them has a problem with the Zoom tech that was poking through the sole, others still recommend the running shoe because of the comfort it provides. In general, the Nike Zoom Vomero gained a positive response from a lot of wearers."
Brooks Levitate 2, Brooks,91,84,1015,$150,$84 (save 44%), Road, Neutral, Men: 11.2oz , Women: 9.9oz, Men: 8mm , Women: 8mm,NaN," Narrow, Normal | Normal, Wide", Brooks Levitate 3,https://runrepeat.com/brooks-levitate-2,"11 reasons to buy
The Brooks Levitate 2 had a fantastic fit, according to some
The shoe was very comfortable right out of the box, a reviewer claimed.
A few buyers enjoyed the design of the Levitate 2.
Some runners approved the addition of the Achilles protector in the Levitate 2.
The midsole was responsive, and it provided great cushioning, a wearer noted.
The padded tongue was well appreciated by various consumers.
Many users were pleased that the shoe ran true to size.
The upper gave a sock-like fit, according to a pleased buyer.
The Levitate 2 was surprisingly nimble and flexible, said an impressed runner.
Most of the users of the Levitate 2 claimed the shoe had a roomy toe box.
The shoe helped keep the foot in proper alignment, a reviewer reported.
3 reasons not to buy
Some runners thought the Levitate 2 was a bit heavy.
The foot felt quite hot inside the shoe, a user observed. Another person complained that it felt like wearing a sweater in the summer.
The shoe took a long time to dry out whenever it got wet or soaked with sweat, a buyer noticed.
Bottom line
Many users of the Brooks Levitate 2 were impressed with the shoe – numerous praises were made regarding the noticeable improvements, while the fit and performance of the shoe were consistently well-regarded. Although there were some criticisms about the Levitate 2’s weight and in-shoe environment, the majority still concluded that this neutral running shoe was a worthy purchase."
Brooks Revel 3, Brooks,94,90,262,$100,$80 (save 20%), Road, Neutral, Men: 8.8oz , Women: 7.9oz, Men: 8mm , Women: 8mm,NaN, Normal | Normal,NaN,https://runrepeat.com/brooks-revel-3,"6 reasons to buy
The midsole unit of the Brooks Revel 3 is lauded for allowing the foot to move through the stride with relative ease.
Several testers have noted that the quality of the cushioning system is robust and accommodating for all-day support.
The weight of this shoe has been deemed by many testers to be suitably light for their daily runs.
Some consumers claim that the fit profile of the Brooks Revel 3 is accurate.
A couple of runners notice the forefoot being wide enough to accommodate the natural splaying of the toes.
The upper unit has gained some fans for offering a wrap that is secure yet flexible.
2 reasons not to buy
A few people note that the fabrics of the upper have worn down after only a few uses.
Based on a handful of reviews, the in-shoe experience is a bit restrictive.
Bottom line
The Revel 3 has been received quite well. Those who have tested this Brooks running shoe are generally happy with what it has to offer. The underfoot cushioning system is touted to be comfortable and responsive while the weight is deemed light enough for daily use. The shoe’s adequately plush platform gives suitability for mid-distance runs.
Fans of road running shoes are the ones who are likely to enjoy what the Brooks Revel 3 has to offer."
New Balance 880 v9, New Balance,90,88,76,$125,$65 (save 48%), Road, Neutral, Men: 10.8oz , Women: 8.9oz,NaN,NaN, Mar 2019," Narrow, Normal, Wide, X-Wide | Narrow, Normal, Wide, X-Wide", New Balance 880 v7,https://runrepeat.com/new-balance-880-v9,"5 reasons to buy
Several people stated that the New Balance 880 v9 was comfortable from the start; they didn’t need a break-in period.
Some consumers noted that the cushioning system was enough to support the foot during extended running sessions.
A consumer claimed that her plantar fasciitis was alleviated because of this running shoe’s midsole unit.
A couple of reviewers felt that the 880 v9 was versatile enough to be used for activities other than running.
The aesthetics were welcomed because they apparently made the shoe visually appealing.
2 reasons not to buy
The materials of the shoe looked too flimsy and delicate, according to some wearers.
A tester complained that the fit was a bit narrow, but sizing up made it too wide.
Bottom line
The New Balance 880 v9 was able to receive positive reviews from those who have tried it. Most consumers were welcoming of its midsole unit, which was supposedly very comfortable underneath the foot. Also, the color schemes and the versatile construction were highlighted as selling points. The complaints mostly revolved around the materials, as well as an inconsistent fit profile.
Neutral pronators who like to have a comfortable speed training session or extended running activity may get their fix with the New Balance 880 v9 because it’s touted as a reliable companion for the roads."
Nike Revolution 5, Nike,92,81,569,$65,$49 (save 87%), Road, Neutral, Men: 9oz , Women: 9oz,NaN,NaN,NaN," Normal, Wide, X-Wide | Normal, Wide",NaN,https://runrepeat.com/nike-revolution-5,"8 reasons to buy
Nike Revolution 5 is a perfect jogging and walking companion, according to many wearers. 
People like the lightweight construction of this road running shoe. 
The shoe is stylish and comfortable based on some reviews. 
A lot of runners welcome the light and breathable upper of the Nike Revolution 5.
Many purchasers commented that the shoe offers excellent cushioning. 
This running shoe has ample room in the forefoot section that allows for natural foot movements, several consumers noted. 
Nike Revolution 5 offers additional support in the heel area, said a few reviewers. 
Consumers are happy that the price of this running shoe is affordable. 
2 reasons not to buy
The durability of the upper unit is questionable to some buyers.
One reviewer mentioned that the shoe insole is not removable.
Bottom line
Runners have appreciated the cushioning quality of the Nike Revolution 5. This road running shoe utilizes a soft midsole foam that offers a bouncy and responsive running experience. Although some consumers complained about the shoe’s durability, others still recommended this neutral running shoe for its breathability and lightweight construction. "
Adidas SL20, Adidas,84,86,7,$120,$50 (save 58%), Road, Neutral, Men: 8.1oz , Women: 8.1oz, Men: 10mm , Women: 10mm,NaN, Normal | Normal,NaN,https://runrepeat.com/adidas-sl20,"7 reasons to buy
Runners appreciated the lightweight structure of the Adidas SL20. 
The upper construction helps offer a secure ride, according to a lot of reviewers. 
Many users commented that the shoe is comfortable to wear. 
Some buyers said that it delivers excellent grip on both wet and dry surfaces.
Several purchasers claimed that the Adidas SL20 is responsive.
The shoe is breathable, a couple of commenters claimed. 
One reviewer testified that the new midsole is as responsive as the Boost midsole. 
3 reasons not to buy
A few wearers noted that the Adidas SL20 is firmer compared to other Adidas running shoes. 
The shoelaces are too thick and long, said some testers.
This running shoe is not supportive, several runners observed. 
Bottom line
Featuring a lightweight construction, the Adidas SL20 is an ideal running partner for runners of all abilities. It is a neutral running shoe that offers a fast and efficient ride. This running companion is crafted with high-quality materials, aiming to deliver a balance of comfort, flexibility, and durability. It is also perfect for casual walks."
New Balance FuelCell Echo, New Balance,96,93,68,$100,$60 (save 93%)," Road, Treadmill", Neutral, Men: 10.1oz , Women: 8.3oz, Men: 6mm , Women: 6mm, Jun 2019," Narrow, Normal, Wide, X-Wide | Normal, Wide, X-Wide",NaN,https://runrepeat.com/new-balance-fuelcell-echo,"5 reasons to buy
Many claim that the New Balance FuelCell Echo improves speed. 
A lot state that it is very comfortable. 
It has a lightweight composition, remarked several athletes. 
Some laud its flexibility. 
Several hail the responsive ride the shoe delivers. 
2 reasons not to buy
Some of the wearers say that the shoe caused some blisters on the foot. 
A few customers have raised some concerns about the fit of the shoe. 
Bottom line
The New Balance FuelCell Echo is a road running shoe that’s built for neutral runners. Composed of durable and reliable materials, it delivers an ultra-responsive cushioning and superb traction. Achieve a good balance of fashion and functionality with the FuelCell Echo."
Hoka One One Speedgoat 3, Hoka One One,95,88,79,$140,$115 (save 18%)," Mud, Trail", Neutral, Men: 10.3oz , Women: 9.1oz, Men: 4mm , Women: 4mm, Jan 2019," Narrow, Normal | Normal", Hoka One One Speedgoat 4,https://runrepeat.com/hoka-one-one-speedgoat-3,"5 reasons to buy
According to most users, the Hoka One One Speedgoat 3 is very comfortable even when worn for long hours.
Several runners admired the impressive traction of the shoe even on uneven surfaces.
The shoe offers reliable cushioning, as noted in some user reviews.
The Speedgoat 3 runs true to size.
The low-drop design is admired by most users.
2 reasons not to buy
The Speedgoat 3 is expensive.
A few users mentioned that the toe box is not roomy enough.
Bottom line
The Hoka One One Speedgoat 3 is a reliable trail running shoe for neutral runners. Positive comments were geared toward the shoe’s traction, sizing, and low-drop design. Though it also received negative comments, overall, the shoe is still a successful update to the Speedgoat model."
Adidas Adizero Boston 8, Adidas,96,89,105,$120,$60 (save 76%), Road, Neutral, Men: 9oz , Women: 7oz, Men: 10mm , Women: 10mm, Jun 2019," Normal, Wide | Normal", Adidas Adizero Boston 9,https://runrepeat.com/adidas-adizero-boston-8,"7 reasons to buy
The lightweight construction of the Adidas Adizero Boston 8 is welcomed by most consumers.
‘Comfortable’ is a word that many have used to describe their time wearing this product.
The Boost™ cushioning unit is welcomed as a responsive underfoot piece for all-day activities.
A handful of testers have noted that the forefoot section has a roomy construction that accommodates natural toe-splay.
Push-off power is appreciated because the midsole apparently balances firmness and flexibility.
The upper unit of this running shoe is considered secure and breathable.
The traction provided by the outsole unit is welcomed as it is deemed precise and well-balanced.
2 reasons not to buy
A few people have stated that the Adidas Adizero Boston 8 has a stiffness that calls for a few break-in periods.
A couple of purchasers have reported some discomfort caused by the padding and shape of the heel collar.
Bottom line
The overall reaction towards the Adidas Adizero Boston 8 has been mostly positive. People consider this running shoe an approachable update for their daily activities. The lightweight structure, comfortable build, spacious toe-box, and traction-ready outsole are highlighted as the best parts of the design. On the other hand, the irritating heel part of the upper and the need for a break-in period make up the negative points.
Fans of road running shoes are the market of the Adidas Adizero Boston 8."
Adidas Ultraboost, Adidas,89,82,4644,$180,$110 (save 100%), Road, Neutral, Men: 10.7oz , Women: 9.4oz, Men: 10mm , Women: 10mm, Feb 2015," Normal | Normal, Wide",NaN,https://runrepeat.com/adidas-ultra-boost,"6 reasons to buy
Several testers noted that the Adidas Ultraboost had a fashionable design; they stated that it worked well as both an athletic shoe and a choice for casual walks.
The midsole unit felt lightweight, according to many runners.
A lot of consumers were happy about this shoe because it kept them comfortable as they tackled their running sessions.
The energy-returning boost™ technology was deemed highly efficient.
Several users noted that the external heel counter kept the back of the foot in place, preventing in-shoe wobbling or accidental shoe removals.
The overall durability of this model was appreciated by those who have tried it. Many people agreed that the robustness of this model was on-point.
3 reasons not to buy
The price for a pair of the Adidas Ultraboost was considered by many to be expensive.
Some testers noticed that the raised traction nodes of the outsole wore off quickly, causing the shoe to lose its traction over the asphalt.
A few runners felt that the fit profile was a bit narrower than they expected.
Bottom line
The Adidas Ultraboost received a lot of praise for its appealing look, its durable components and the responsiveness of its mid-sole. Many runners were able to stay comfortable throughout their running activities. A lot agreed that the price was costly, but they also commented that it was worth the investment because of its overall quality. This road shoe became highly recommended by neutral runners."
Altra Paradigm 4.5, Altra,90,78,153,$150,$80 (save 99%), Road, Stability, Men: 11.2oz , Women: 9.2oz, Men: 0mm , Women: 0mm, Jun 2019, Normal | Normal,NaN,https://runrepeat.com/altra-paradigm-45,"5 reasons to buy
Several runners were pleased with how the Altra Paradigm 4.5 helped relieve foot pain. Others specified that the shoe did not cause toe cramps like other running shoes.
The Altra Paradigm 4.5 was also good for walking, according to some users.
Various overpronators expressed their satisfaction with the supportive structure of the shoe.
Many buyers agreed that the shoe was lightweight.
A number of commenters appreciated the stretchable shoelaces of the Paradigm 4.5.
2 reasons not to buy
A user commented that the midsole lacked cushioning and did not absorb shock efficiently.
Some wearers observed that the toe box was too stiff.
Bottom line
The Altra Paradigm 4.5 was considered a fantastic stability shoe by most of its wearers. The shoe was reviewed by the majority as having efficient support features and a comfortable fit. On the other hand, a few commenters had less than satisfying experiences because of issues in the shoe’s structural elements. Overall, the Altra Paradigm 4.5 was found by many as a shoe that effectively delivered its functions."
Nike Air Zoom Structure 22, Nike,88,81,96,$120,$90 (save 25%), Road, Stability, Men: 11.5oz , Women: 8.9oz, Men: 10mm , Women: 10mm,NaN," Narrow, Normal, Wide, X-Wide | Normal, Wide",NaN,https://runrepeat.com/nike-air-zoom-structure-22,"5 reasons to buy
Those who have tested the Nike Air Zoom Structure 22 felt that the stability features offered proper protection against moderate overpronation.
The aesthetics of this running shoe were welcomed by consumers.
Some runners noted that the engineered mesh upper was able to provide comfort throughout the running session.
The midsole didn’t sag or wear off quickly, a tester stated.
A consumer commended the traction capacity of the outsole unit.
1 reasons not to buy
The padding on the heel collar didn’t secure the foot properly, according to a reviewer; he experienced some annoying accidental shoe removals.
Bottom line
The Nike Air Zoom Structure 22 was able to capture the attention of people, especially those who wanted to have a façade that it cool-looking and comfortable at the same time. The breathable and non-irritating upper was welcomed, in fact. But a person complained about the heel collar being flimsy and unable to hold the foot in place."
Nike Free RN 2018, Nike,92,91,1348,$100,$80 (save 99%)," Road, Treadmill", Neutral, Men: 8.4oz , Women: 7oz, Men: 8mm , Women: 8mm, Feb 2018, Normal | Normal,NaN,https://runrepeat.com/nike-free-rn-2018,"9 reasons to buy
Many people considered the Nike Free RN 2018 to be a comfortable running shoe for their daily activities.
Numerous purchasers lauded the lightweight nature of this running companion.
A lot of reviewers welcomed the light and breathable upper unit.
The heel section of the upper firmly secured the foot in place, according to some testers.
The sizing scheme followed expectations, most people reported.
A handful of people liked the various color schemes that were available for this model.
Several runners stated that the forefoot section was broad enough to accommodate the natural spreading of the toes.
The Nike Free RN 2018 didn’t look awkwardly bulky or fat, according to one user.
According to several users, the silhouette looked fashionable enough to be used for casual walks and regular non-strenuous activities.
4 reasons not to buy
Traction wasn’t very efficient on wet surfaces, some people noted.
Small stones tended to get stuck in the grooves of the outsole, most consumers complained.
Part of the collar came up too high, according to a tester. He commented that it rubbed against the skin of his ankle uncomfortably.
A purchaser felt some shin pains while running in a pair of the Free RN 2018.
Bottom line
Many people were appreciative of the Nike Free RN 2018. This neutral road shoe received praise for its appealing looks, various colorways, its secure upper, and its lightweight disposition. Conversely, some weren’t too keen on its wet-surface traction while others complained of stones getting stuck between the flex grooves. Suffice it to say that most of the shoe-enthusiasts who have tried the year 2018 iteration of the Free RN were happy with its performance and construction."
Adidas Ultraboost 20, Adidas,89,91,8,$180,$100 (save 99%), Road, Neutral, Men: 10.9oz , Women: 10.9oz, Men: 10mm , Women: 10mm, Dec 2019," Normal | Narrow, Normal",NaN,https://runrepeat.com/adidas-ultra-boost-20,"7 reasons to buy
The majority of the users expressed that the shoe is comfortable. 
Adidas Ultraboost 20 is supportive, according to several wearers. 
Based on some reviews, the reinforced stitching provides a snugger fit. 
Some consumers appreciated the shoe’s durability. 
A couple of runners said that the shoe offers a good grip. 
Several purchasers admired the quality of materials used in the shoe. 
Its stylish design is also good for casual walks, some testers claimed.
3 reasons not to buy
A couple of users noted that it is a bit tighter compared to its previous versions. 
Several consumers complained about the shoe’s uncomfortable tongue patch. 
One buyer reported that it is not breathable.
Bottom line
The Adidas Ultraboost 20 is a neutral running shoe that works for users who do not overpronate or supinate. This shoe has been updated to provide a more comfortable in-shoe feel. It is also designed to offer a bouncy and responsive ride to help enhance the user’s running performance. This stylish shoe is perfect for running, walking, and other non-strenuous activities."
